Player Name,Player Status,Year of Event,Statement Made,Event Description,Platform,Event Type,Media Tone,Post Status,Media Coverage,Sources,URL,title,max_similarity,most_similar_anchor_idx,most_similar_anchor_title
Michele Tafoya’s,,2021,,,,Controversy,Negative,,Medium,Sports Illustrated,https://www.si.com/extra-mustard/2021/12/17/michele-tafoya-the-view-nbc-not-suspended,Michele Tafoya’s Silence Over Recent Controversy Is Awfully Curious: TRAINA THOUGHTS,0.140297230039179,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Stan Kroenke,,2021,,,,Controversy,Negative,,High,The Mirror,https://www.mirror.co.uk/sport/football/news/arsenal-owner-stan-kroenke-forced-25539411,Arsenal owner Stan Kroenke forced into $790M settlement after NFL dispute,0.1433270305185439,34.0,Traded to the Seattle Seahawks after desire to remain in the Rams; then becoming a rival to previous team in the Super Bowl
Howard Stern,,2021,,,,Controversy,Negative,,Low,Us Weekly,https://www.usmagazine.com/celebrity-news/news/howard-stern-nfl-should-fire-aaron-rodgers-for-vaccine-comments/,Howard Stern Thinks Aaron Rodgers Should Be Axed From the NFL ‘So Fast’ After ‘Bulls–t’ Vaccination Comments,0.3919667113070668,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
Mark Davis Crushes,,2021,,,,Controversy,Negative,,Low,Sportscasting,https://www.sportscasting.com/news/raiders-owner-mark-davis-crushes-nfl-while-evoking-memories-dad-over-nfl-handling-jon-gruden-scandal/,Raiders Owner Mark Davis Crushes the NFL While Evoking Memories of His Dad Over the NFL’s Handling of the Jon Gruden Scandal,0.3719785308413147,23.0,"Defending himself online after allegations of attacking a woman, resulting in arrest warrant being issued"
Roger Goodell’s,,2021,,,,Controversy,Positive,,Medium,PFSN,https://www.profootballnetwork.com/who-is-the-nfl-commissioner-roger-goodell-rise-through-nfl/,Who is the NFL Commissioner? Roger Goodell’s rise through the NFL,0.1804175022899748,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2022,,,,Controversy,Negative,,High,NPR,https://www.npr.org/2022/10/13/1128524103/nfl-concussion-latest,Explaining the NFL's latest concussion controversy and policy change,0.2195656723032815,45.0,"After the game loss, he expressed the lack of seriousness from other Dolphins players to show up to players-only meetings, aiding in the loss. "
,,2022,,,,Controversy,Negative,,Medium,Oregon Public Broadcasting - OPB,https://www.opb.org/article/2022/08/12/deshaun-watson-controversy-nfl-preseason/,What to know about the Deshaun Watson controversy as NFL preseason kicks off,0.6899820049559038,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
,,2022,,,,Controversy,Positive,,High,ESPN,https://www.espn.com/nfl/story/_/id/34997228/how-dez-bryant-no-catch-changed-nfl-forever,How the Dez Bryant no-catch call changed the NFL forever,0.1911572237009367,47.0,"Hearing about Josh Allen's emotional self-reflection on game, Dawkins becomes emotional defending the quarterback"
Antonio Brown's,,2022,,,,Controversy,Negative,,High,USA Today,https://www.usatoday.com/story/sports/nfl/buccaneers/2022/01/03/antonio-brown-nfl-receiver-has-long-history-controversy-drama/9076036002/,Antonio Brown's abrupt exit from Sunday's game just the latest in long line of controversies,0.5151508978873176,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Jack Del Rio,,2022,,,,Controversy,Negative,,High,The Free Speech Project,https://freespeechproject.georgetown.edu/tracker-entries/nfl-coach-jack-del-rio-fined-leaves-twitter-after-minimizing-capitol-riots-attacking-george-floyd-protests/,"NFL Coach Jack Del Rio fined, leaves Twitter after minimizing Capitol riots, attacking George Floyd protests",0.1913326158382889,13.0,"Responds to a fan's question about who he would like to have, dead or alive,  at the dinner table"
,,2022,,,,Controversy,Mixed,,High,NFL.com,https://www.nfl.com/news/nfl-on-bengals-controversial-td-vs-raiders-referees-determined-whistle-came-afte,NFL on Bengals' controversial TD vs. Raiders: Referees determined whistle came after catch,0.192779712436358,37.0,First tweet in two years was to respond to controversial calls in the Bills vs. Broncos and Bears vs. Rams games
,,2022,,,,Controversy,Negative,,High,The Guardian,https://www.theguardian.com/sport/2022/aug/15/manti-teo-the-girlfriend-who-didnt-exist-netflix-documentary-hoax-nfl,The Girlfriend Who Didn’t Exist: the Manti Te’o hoax revisited with sympathy,0.1810302149041666,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
Antonio Brown,Retired,2022,,,,Controversy,Negative,,High,CBS News,https://www.cbsnews.com/news/antonio-brown-nfl-controversies-buccaneers-incident/,"Antonio Brown opens up about his NFL controversies and Buccaneers on-field incident: ""Sometimes you got to listen to your heart""",0.5466597981402093,43.0,"Brown posts another unpredictable tweet without any additional context or information, resulting in a stir in discussion. "
Jack Del Rio,,2022,,,,Controversy,Negative,,High,ESPN,https://www.espn.com/nfl/story/_/id/34076732/washington-commanders-jack-del-rio-deletes-twitter-account-controversy-remarks,Washington Commanders' Jack Del Rio deletes Twitter account after controversy over remarks,0.1999979802634707,13.0,"Responds to a fan's question about who he would like to have, dead or alive,  at the dinner table"
Dolphins,,2022,,,,Controversy,Negative,,Medium,NFL.com,https://www.nfl.com/news/former-dolphins-head-coach-brian-flores-sues-nfl-three-teams-alleging-racist-hir,"Former Dolphins head coach Brian Flores sues NFL, three teams alleging racist hiring practices",0.1519678411439114,27.0,"After getting a trade, the Broncos gave Humphrey's number to the new player, to which he hints a new number. "
Joe Burrow,Playing,2022,,,,Controversy,Positive,,Medium,CBS Sports,https://www.cbssports.com/nfl/news/bengals-joe-burrow-offers-a-possible-solution-to-the-nfls-playing-surface-controversy/,Bengals' Joe Burrow offers a possible solution to the NFL's playing surface controversy,0.2255455339735381,37.0,First tweet in two years was to respond to controversial calls in the Bills vs. Broncos and Bears vs. Rams games
Tom Brady,Retired,2022,,,,Controversy,Negative,,Medium,CBS Sports,https://www.cbssports.com/nfl/news/new-deflategate-revelations-paint-the-nfl-in-a-bad-light-during-infamous-saga-with-tom-brady-and-patriots/,New Deflategate revelations paint the NFL in a bad light during infamous saga with Tom Brady and Patriots,0.1776956505851643,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
,,2022,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/a-decade-later-the-real-tragedy-of-the-manti-teo-story-is-how-a-victim-was-turned-into-the-butt-of-a-joke-182354889.html,"A decade later, the real tragedy of the Manti Te’o story is how a victim was turned into the butt of a joke",0.1868714568046391,11.0,Partnering with the Trevor Project to support young people who are struggling mentally when it comes to being part of the LBGTQ community
,,2022,,,,Controversy,Negative,,Medium,NBC News,https://www.nbcnews.com/the-reidout/reidout-blog/super-bowl-halftime-show-brian-flores-rcna14549,No halftime show is big (and Black) enough to hide the NFL’s latest controversy,0.2462403523330727,5.0,Made a racist tweet about white NFL playerss
Brett Favre,,2022,,,,Controversy,Negative,,Medium,The Guardian,https://www.theguardian.com/sport/2022/aug/12/brett-favre-how-a-scandal-in-mississippi-tarnished-an-nfl-hero,Brett Favre: how a scandal in Mississippi tarnished an NFL hero,0.168569579215784,68.0,"Looked back on comments made previously about characterization of being ""immunized,"" resulting in some misleadment"
Jack Easterby,,2022,,,,Controversy,Negative,,Medium,Yahoo Sports,https://sports.yahoo.com/texans-reportedly-fire-controversial-evp-of-football-operations-jack-easterby-142224086.html,Texans fire controversial EVP of football operations Jack Easterby,0.251437259130816,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
,,2022,,,,Controversy,Negative,,High,USA Today,https://www.usatoday.com/story/sports/nfl/2022/09/15/nfls-latino-heritage-month-logo-receives-backlash/10391824002/,NFL releases controversial logo for Latino Heritage Month,0.186152962795012,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
,,2022,,,,Controversy,Positive,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/chiefs/2022/01/23/nfl-overtime-rules-kansas-city-chiefs-buffalo-bills/6633331001/,"'It kind of stinks': Chiefs, Bills shrug off controversy over NFL overtime rules",0.363038031684945,46.0,"After losing in the Divisional Round, Allen emotionally reflects on his performance, affecting team's progression in the Playoffs. "
Roger Goodell Made,,2022,,,,Controversy,Negative,,Medium,TheSportster,https://www.thesportster.com/nfl-commissioner-roger-goodell-controversial-decisions/,10 Most Controversial Decisions Roger Goodell Made As NFL Commissioner,0.2206810875655611,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
Joe Montana,,2022,,,,Controversy,Positive,,High,San Francisco Chronicle,https://www.sfchronicle.com/sports/ostler/article/Joe-Montana-and-Steve-Young-still-find-themselves-16913514.php,Joe Montana and Steve Young still find themselves in a 49ers QB controversy,0.1648361412303959,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
Broncos,,2022,,,,Controversy,Negative,,High,Sportico.com,https://www.sportico.com/law/analysis/2022/nfl-team-succession-1234687557/,Broncos’ Fumbled Handoff Reveals Perils of NFL Estate Planning,0.1704983936544516,24.0,"Asked about his opinion when it comes to the number of children a woman have tied to their value, resulting in some controversial answers being made"
Jack Easterby,,2022,,,,Controversy,Negative,,Medium,ABC13 Houston,https://abc13.com/post/houston-texans-jack-easterby-fired-new-england-patriots-nick-caserio/12338836/,Jack Easterby out: Houston Texans fire controversial executive vice president of football operations,0.1459995581775252,63.0,Apologizes to the women who publicly accused him of sexual misconduct during massage sessions
Jon Gruden,,2022,,,,Controversy,Negative,,High,USA Today,https://www.usatoday.com/story/sports/nfl/2022/08/30/jon-gruden-hopefully-get-another-shot-nfl-email-scandal/7944758001/,Jon Gruden says he's hopeful for 'another shot' in the NFL after 'shameful' email scandal,0.1416212314558718,48.0,"With the issues about the TV rights deals, Merriman discussed the need for players to get paid more rather than the NFL make more money at their expense.  "
Jaguars,,2022,,,,Controversy,Negative,,High,CBS Sports,https://www.cbssports.com/nfl/news/urban-meyer-fired-timeline-of-the-former-national-championship-coachs-tumultuous-tenure-with-jaguars/,Urban Meyer fired: Timeline of the former national championship coach's tumultuous tenure with Jaguars,0.2402518686167049,42.0,Posts about retiring from the NFL at the age of 29 and pursue the next part of his life
,,2022,,,,Controversy,Negative,,Medium,MS NOW,https://www.ms.now/the-reidout/reidout-blog/super-bowl-halftime-show-brian-flores-rcna14549,No Super Bowl halftime show is big enough to hide the NFL's latest controversy,0.233802346258537,5.0,Made a racist tweet about white NFL playerss
,,2022,,,,Controversy,Mixed,,Medium,USA Today,https://www.usatoday.com/story/sports/nfl/2022/10/11/nfl-roughing-the-passer-what-we-know/10466201002/,Roughing the passer calls spur uproar. What to know about NFL's controversy from Week 5.,0.198657150753239,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
Tom Brady Tuck Rule Controversy,,2022,,,,Controversy,Positive,,High,TheSportster,https://www.thesportster.com/nfl-tom-brady-tuck-rule-controversy-explained/,"The Tom Brady Tuck Rule Controversy, Explained",0.3152430951560675,25.0,Had disagreements with his then-wife about retirement plans then pursue last year of playing professional football amid struggle with marriage
Brady,,2022,,,,Controversy,Mixed,,Medium,CODE Sports,https://www.codesports.com.au/nfl/how-tom-bradys-unprecedented-nfl-success-obscured-a-career-often-played-in-the-shadows/news-story/0b22da9191671a6173b2fab32aa13da6,Teflon Tom: How Brady outran his controversies,0.2227586185146744,12.0,"Tweets about anti-semitic tropes, impling that ""Jewish cabal"" was responsible for crimes like sex trafficking, etc. "
